feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera_stadtmanae	Group	MCI	-1.89310526036904	0.656019240738578	25	14	0.00914007592425883	0.0241559149426841
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloprofundus.s__Haloprofundus_halobius	Group	SCS	-1.74988244868646	0.607718612057814	25	14	0.0092696861245718	0.0242816556891438
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_sp._813A4	Group	AD	-1.07313857548815	0.413345478654641	25	18	0.0172672672589956	0.0448343079707254
k__Archaea.p__Thaumarchaeota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Nitrososphaera.s__Nitrososphaera_viennensis	Group	MCI	-1.09502979148635	0.426546858226256	25	19	0.018383622018462	0.0473178444996936
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanocellales.f__Methanocellaceae.g__Methanocella.s__Methanocella_paludicola	Group	AD	0.987530535580295	0.404495914097616	25	3	0.0240523866279813	0.0613750555334696
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_islandicus	Group	SCD	0.920429215137627	0.380189123204797	25	3	0.0251132107851987	0.0635342768582804
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halohasta.s__Halohasta_litchfieldiae	Group	SCS	0.773274936941406	0.329936877475379	25	3	0.029536562083865	0.0740917150578308
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera_stadtmanae	Group	SCD	-1.49540014494709	0.656019240738578	25	14	0.0337486014766001	0.0839461011518793
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorhabdus.s__Halorhabdus_sp._CBA1104	Group	MCI	-1.02046366525528	0.452780759989912	25	13	0.0355872886558413	0.0877819786844085
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._A20	Group	MCI	1.32928555252872	0.609138658822683	25	7	0.041190461054686	0.100763441918901
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Acidianus.s__Acidianus_hospitalis	Group	SCD	-0.814239894432064	0.383223305446577	25	4	0.0462672759302214	0.110444465123755
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Acidianus.s__Acidianus_hospitalis	Group	AD	-0.814239894432064	0.383223305446577	25	4	0.0462672759302215	0.110444465123755
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Acidianus.s__Acidianus_hospitalis	Group	SCS	-0.814239894432064	0.383223305446577	25	4	0.0462672759302216	0.110444465123755
k__Archaea.p__Thaumarchaeota.g__Candidatus_Nitrosotenuis.s__Candidatus_Nitrosotenuis_cloacae	Group	AD	1.11950475740688	0.530986457707574	25	6	0.0478117888264642	0.113218315941067
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_olleyae	Group	SCS	0.738692358790705	0.354489597321788	25	4	0.0502142371976733	0.117963604845328
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Candidatus_Methanomethylophilaceae.g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus	Group	MCI	-0.643142409610048	0.326113634918083	25	16	0.0625818505436172	0.144720529382115
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanocellales.f__Methanocellaceae.g__Methanocella.s__Methanocella_arvoryzae	Group	AD	0.482460973272635	0.244393451345922	25	3	0.0623415609808291	0.144720529382115
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorhabdus.s__Halorhabdus_sp._CBA1104	Group	SCD	-0.867316714103598	0.452780759989912	25	13	0.0698330306046512	0.159004438915206
k__Archaea.p__Thaumarchaeota.g__Candidatus_Nitrosotenuis.s__Candidatus_Nitrosotenuis_cloacae	Group	MCI	1.01879232915013	0.530986457707574	25	6	0.069411474551274	0.159004438915206
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halalkaliarchaeum.s__Halalkaliarchaeum_desulfuricum	Group	MCI	-0.44734134055268	0.257849618715314	25	5	0.0981454903350789	0.218429061196872
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halalkaliarchaeum.s__Halalkaliarchaeum_desulfuricum	Group	SCD	-0.447341340552677	0.257849618715314	25	5	0.098145490335081	0.218429061196872
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halalkaliarchaeum.s__Halalkaliarchaeum_desulfuricum	Group	AD	-0.447341340552677	0.257849618715314	25	5	0.098145490335081	0.218429061196872
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_lacustris	Group	SCS	-0.875752949902572	0.506696460546381	25	16	0.0993331057142254	0.219422382771722
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanosphaera.s__Methanosphaera_stadtmanae	Group	AD	-1.06352740259172	0.656019240738578	25	14	0.120638236963504	0.264510504749609
k__Archaea.p__Thaumarchaeota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Candidatus_Nitrosocosmicus.s__Candidatus_Nitrosocosmicus_hydrocola	Group	AD	0.382112983283611	0.249935110069188	25	6	0.141964551215682	0.308981670292955
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter.s__Methanobrevibacter_olleyae	Group	MCI	0.508616702545991	0.354489597321787	25	4	0.166801577912512	0.360388810672288
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halorubrum.s__Halorubrum_lacusprofundi	Group	SCD	-0.2	0.14119163584477	25	6	0.172012844821908	0.363684300480606
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halorubrum.s__Halorubrum_lacusprofundi	Group	AD	-0.2	0.14119163584477	25	6	0.172012844821908	0.363684300480606
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halorubrum.s__Halorubrum_lacusprofundi	Group	SCS	-0.2	0.14119163584477	25	6	0.172012844821908	0.363684300480606
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_liminatans	Group	MCI	-0.815937621159923	0.599782186097897	25	10	0.188843061478953	0.393644691533597
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_liminatans	Group	SCS	-0.815937621159919	0.599782186097897	25	10	0.188843061478955	0.393644691533597
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_guaymasensis	Group	AD	-0.655625069913249	0.493524681304786	25	15	0.198988284305761	0.411891833248289
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_sp._813A4	Group	SCS	-0.520084054233541	0.413345478654641	25	18	0.22279965304491	0.457977064592315
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorhabdus.s__Halorhabdus_sp._CBA1104	Group	SCS	0.567191869974541	0.452780759989912	25	13	0.224769960728617	0.458840747418419
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_neutrophilum	Group	MCI	-0.200000000000002	0.163869237240509	25	6	0.23647618374709	0.469778190531142
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_neutrophilum	Group	SCD	-0.2	0.16386923724051	25	6	0.236476183747095	0.469778190531142
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_neutrophilum	Group	AD	-0.2	0.16386923724051	25	6	0.236476183747095	0.469778190531142
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_siciliae	Group	AD	0.903893146760226	0.740526107560946	25	3	0.236430194062397	0.469778190531142
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_barkeri	Group	SCS	0.621910894265773	0.513456528290755	25	4	0.239927629436795	0.473457188755275
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	Group	SCD	0.499682032883596	0.428657639992242	25	6	0.257453872420651	0.504677789645779
k__Archaea.p__Euryarchaeota.c__Methanococci.o__Methanococcales.f__Methanococcaceae.g__Methanothermococcus.s__Methanothermococcus_okinawensis	Group	SCD	-0.210995693432631	0.185422831313619	25	6	0.268604045868522	0.516277906344692
k__Archaea.p__Euryarchaeota.c__Methanococci.o__Methanococcales.f__Methanococcaceae.g__Methanothermococcus.s__Methanothermococcus_okinawensis	Group	AD	-0.210995693432631	0.185422831313619	25	6	0.268604045868522	0.516277906344692
k__Archaea.p__Euryarchaeota.c__Methanococci.o__Methanococcales.f__Methanococcaceae.g__Methanothermococcus.s__Methanothermococcus_okinawensis	Group	SCS	-0.210995693432631	0.185422831313619	25	6	0.268604045868522	0.516277906344692
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanothermobacter.s__Methanothermobacter_tenebrarum	Group	MCI	-0.398567578066545	0.359864637305639	25	6	0.281199714515726	0.530159971316282
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanothermobacter.s__Methanothermobacter_tenebrarum	Group	SCD	-0.398567578066542	0.359864637305639	25	6	0.281199714515731	0.530159971316282
k__Archaea.p__Euryarchaeota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanothermobacter.s__Methanothermobacter_tenebrarum	Group	AD	-0.398567578066542	0.359864637305639	25	6	0.28119971451573	0.530159971316282
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_chitonophagus	Group	AD	-0.383106777567507	0.355743905769145	25	18	0.294336342024718	0.55141491923618
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halalkaliarchaeum.s__Halalkaliarchaeum_desulfuricum	Group	SCS	0.271863120207547	0.257849618715314	25	5	0.304295220695033	0.566486700161822
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._E5.1.F	Group	SCS	0.2	0.19551240412367	25	6	0.318544923369567	0.5893081082337
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanolacinia.s__Methanolacinia_petrolearia	Group	SCS	-0.397814877649124	0.395449128866827	25	16	0.326440767887383	0.600164393134568
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanofollis.s__Methanofollis_liminatans	Group	AD	0.597967205474182	0.599782186097897	25	10	0.330687318403301	0.604218803996155
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_sp._813A4	Group	MCI	-0.409740590970337	0.413345478654641	25	18	0.333391760020499	0.605423073411458
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanocellales.f__Methanocellaceae.g__Methanocella.s__Methanocella_arvoryzae	Group	SCD	0.240379478236118	0.244393451345922	25	3	0.33707401590816	0.608377492126923
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_salinisoli	Group	SCS	-0.29694892363488	0.320935688768662	25	13	0.365861184423724	0.656332791451043
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanolacinia.s__Methanolacinia_petrolearia	Group	MCI	-0.361308363450513	0.395449128866827	25	16	0.371776169605273	0.662926181946753
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_barophilus	Group	MCI	-0.200000000000002	0.243029054177414	25	5	0.420242771258143	0.736046510605986
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_barophilus	Group	SCD	-0.2	0.243029054177414	25	5	0.420242771258147	0.736046510605986
k__Archaea.p__Euryarchaeota.c__Thermococci.o__Thermococcales.f__Thermococcaceae.g__Thermococcus.s__Thermococcus_barophilus	Group	AD	-0.2	0.243029054177414	25	5	0.420242771258147	0.736046510605986
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Acidianus.s__Acidianus_hospitalis	Group	MCI	-0.297823561779584	0.383223305446577	25	4	0.446163360110614	0.758990543636447
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanotrichales.f__Methanotrichaceae.g__Methanothrix.s__Methanothrix_soehngenii	Group	MCI	-0.200000000000003	0.254564234786722	25	6	0.441277845335514	0.758990543636447
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanotrichales.f__Methanotrichaceae.g__Methanothrix.s__Methanothrix_soehngenii	Group	SCD	-0.2	0.254564234786722	25	6	0.44127784533552	0.758990543636447
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanotrichales.f__Methanotrichaceae.g__Methanothrix.s__Methanothrix_soehngenii	Group	AD	-0.2	0.254564234786722	25	6	0.441277845335521	0.758990543636447
k__Archaea.p__Thaumarchaeota.c__Nitrososphaeria.o__Nitrososphaerales.f__Nitrososphaeraceae.g__Nitrososphaera.s__Nitrososphaera_viennensis	Group	AD	-0.33249520981064	0.426546858226256	25	19	0.444809454483016	0.758990543636447
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina.s__Methanosarcina_barkeri	Group	AD	0.372716814301534	0.513456528290755	25	4	0.47631113395791	0.80564626086595
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_sp._ZJ1	Group	MCI	-0.200000000000002	0.286250951667532	25	6	0.492792629842785	0.805892919521913
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_sp._ZJ1	Group	SCD	-0.199999999999999	0.286250951667532	25	6	0.492792629842791	0.805892919521913
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Haladaptatus.s__Haladaptatus_sp._ZJ1	Group	AD	-0.2	0.286250951667532	25	6	0.49279262984279	0.805892919521913
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus.s__Nitrosopumilus_adriaticus	Group	MCI	-0.200000000000002	0.285331139661131	25	6	0.491415962686479	0.805892919521913
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus.s__Nitrosopumilus_adriaticus	Group	SCD	-0.199999999999999	0.285331139661131	25	6	0.491415962686484	0.805892919521913
k__Archaea.p__Thaumarchaeota.o__Nitrosopumilales.f__Nitrosopumilaceae.g__Nitrosopumilus.s__Nitrosopumilus_adriaticus	Group	AD	-0.2	0.285331139661131	25	6	0.491415962686484	0.805892919521913
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Halorubraceae.g__Halohasta.s__Halohasta_litchfieldiae	Group	MCI	0.200000000000002	0.329936877475379	25	3	0.551216279339808	0.896483619146062
k__Archaea.p__Euryarchaeota.c__Methanomicrobia.o__Methanomicrobiales.f__Methanomicrobiaceae.g__Methanoculleus.s__Methanoculleus_chikugoensis	Group	MCI	0.2	0.367265479245382	25	4	0.592073291436538	0.957670460465657
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_islandicus	Group	SCS	0.2	0.380189123204797	25	3	0.604635672305948	0.972674777187829
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	Group	MCI	9.57567358739198e-16	0.428657639992242	25	6	0.999999999999998	1
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Methanomassiliicoccales.f__Methanomassiliicoccaceae.g__Methanomassiliicoccus.s__Candidatus_Methanomassiliicoccus_intestinalis	Group	AD	1.21618838889762e-16	0.428657639992242	25	6	1	1
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Thermoplasmatales.f__Picrophilaceae.g__Picrophilus.s__Picrophilus_torridus	Group	MCI	4.24751332880859e-15	0.332740315942045	25	3	0.99999999999999	1
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Thermoplasmatales.f__Picrophilaceae.g__Picrophilus.s__Picrophilus_torridus	Group	SCD	1.1466334093198e-16	0.332740315942045	25	3	1	1
k__Archaea.p__Candidatus_Thermoplasmatota.c__Thermoplasmata.o__Thermoplasmatales.f__Picrophilaceae.g__Picrophilus.s__Picrophilus_torridus	Group	AD	0	0.332740315942045	25	3	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Saccharolobus.s__Saccharolobus_caldissimus	Group	SCD	1.55528008268428e-16	0.0536842380429517	25	5	0.999999999999998	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Saccharolobus.s__Saccharolobus_caldissimus	Group	AD	2.23337353442667e-17	0.0536842380429517	25	5	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Saccharolobus.s__Saccharolobus_caldissimus	Group	SCS	1.42627609660928e-17	0.0536842380429517	25	5	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_islandicus	Group	MCI	-1.66533453693773e-15	0.380189123204797	25	3	0.999999999999997	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_islandicus	Group	AD	6.08094194448812e-17	0.380189123204797	25	3	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._A20	Group	AD	-1.56727173575529e-16	0.609138658822683	25	7	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._A20	Group	SCS	-7.0216669371534e-17	0.609138658822683	25	7	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._E5.1.F	Group	SCD	-7.76014769476171e-17	0.19551240412367	25	6	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfolobus.s__Sulfolobus_sp._E5.1.F	Group	AD	-6.08094194448812e-17	0.19551240412367	25	6	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfurisphaera.s__Sulfurisphaera_ohwakuensis	Group	MCI	1.71902516893426e-15	0.344818508801444	25	3	0.999999999999996	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfurisphaera.s__Sulfurisphaera_ohwakuensis	Group	SCD	-2.2932668186396e-16	0.344818508801444	25	3	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Sulfolobales.f__Sulfolobaceae.g__Sulfurisphaera.s__Sulfurisphaera_ohwakuensis	Group	SCS	-9.97838887024244e-31	0.344818508801444	25	3	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_aerophilum	Group	MCI	-2.55442321625523e-15	0.189586969265095	25	3	0.999999999999989	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_aerophilum	Group	SCD	-1.1466334093198e-16	0.189586969265095	25	3	1	1
k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Thermoproteales.f__Thermoproteaceae.g__Pyrobaculum.s__Pyrobaculum_aerophilum	Group	SCS	9.97838887024244e-31	0.189586969265095	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halapricum.s__Halapricum_desulfuricans	Group	MCI	-2.40313293979532e-15	0.268269844339837	25	4	0.999999999999993	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halapricum.s__Halapricum_desulfuricans	Group	SCD	-2.86658352329951e-16	0.268269844339837	25	4	0.999999999999999	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halapricum.s__Halapricum_desulfuricans	Group	SCS	2.49459721756061e-31	0.268269844339837	25	4	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halococcoides.s__Halococcoides_cellulosivorans	Group	MCI	7.27901165197234e-16	0.202719810047855	25	3	0.999999999999997	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halococcoides.s__Halococcoides_cellulosivorans	Group	SCD	-8.59975056989852e-17	0.202719810047855	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halococcoides.s__Halococcoides_cellulosivorans	Group	SCS	0	0.202719810047855	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_litorea	Group	SCD	2.08842220573183e-16	0.137407533346237	25	5	0.999999999999999	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_litorea	Group	AD	1.26322463853089e-16	0.137407533346237	25	5	0.999999999999999	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_litorea	Group	SCS	7.0216669371534e-17	0.137407533346237	25	5	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_sp._IM1011	Group	SCD	-2.09056875382333e-16	0.294796191331663	25	4	0.999999999999999	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_sp._IM1011	Group	AD	6.08094194448812e-17	0.294796191331663	25	4	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Halorientalis.s__Halorientalis_sp._IM1011	Group	SCS	0	0.294796191331663	25	4	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_halophila	Group	MCI	-3.1572884716992e-15	0.277821206655538	25	3	0.999999999999991	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_halophila	Group	SCD	7.76014769476171e-17	0.277821206655538	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_halophila	Group	AD	6.08094194448812e-17	0.277821206655538	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_pharaonis	Group	SCD	5.06745162040676e-17	0.257879951833208	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_pharaonis	Group	AD	1.52023548612203e-16	0.257879951833208	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Haloarculaceae.g__Natronomonas.s__Natronomonas_pharaonis	Group	SCS	0	0.257879951833208	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halocatena.s__Halocatena_sp._AD.1	Group	MCI	1.71272129838348e-15	0.278000255528107	25	3	0.999999999999995	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halocatena.s__Halocatena_sp._AD.1	Group	SCD	1.18141089910871e-16	0.278000255528107	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halocatena.s__Halocatena_sp._AD.1	Group	AD	1.82428258334644e-16	0.278000255528107	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halomarina.s__Halomarina_sp._BCD28	Group	MCI	-5.48190967492953e-15	0.371057735681469	25	3	0.999999999999988	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halomarina.s__Halomarina_sp._BCD28	Group	SCD	1.55202953895234e-16	0.371057735681469	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halomarina.s__Halomarina_sp._BCD28	Group	AD	1.21618838889762e-16	0.371057735681469	25	3	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloplanus.s__Haloplanus_rubicundus	Group	SCD	4.95504266861817e-17	0.167755265575104	25	4	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloplanus.s__Haloplanus_rubicundus	Group	AD	3.04047097224406e-17	0.167755265575104	25	4	1	1
k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Haloferacales.f__Haloferacaceae.g__Haloplanus.s__Haloplanus_rubicundus	Group	SCS	0	0.167755265575104	25	4	1	1
